Aberrant spectres	false
Abyssal demons	true
The Abyssal Sire	false
The Alchemical Hydra	false
Amoxliatl	false
Ankou	true
Aquanites	false
Araxxor	false
Araxytes	false
Artio	true
Aviansies	true
Bandits	true
Banshees	false
Barrows Brothers	false
Basilisks	false
Bats	false
Bears	true
Birds	false
Black demons	true
Black dragons	true
Black Knights	true
Bloodveld	true
Blue dragons	false
Brine rats	false
Callisto	true
Catablepon	false
Cave bugs	false
Cave crawlers	false
Cave horrors	false
Cave kraken	false
Cave slimes	false
Cerberus	false
Chaos druids	true
The Chaos Elemental	true
The Chaos Fanatic	true
Cockatrice	false
Cows	false
Crabs	false
Crawling hands	false
Crazy Archaeologist	true
Crazy Archaeologists	true
Crocodiles	false
Custodian Stalkers	false
Dagannoth	false
Dagannoth Kings	false
Dagannoth Rex	false
Baby blue dragons	false
Dark beasts	false
Dark warriors	true
Deranged Archaeologist	false
Dogs	false
Drakes	false
Duke Sucellus	false
Dust devils	true
Dwarves	false
Earth warriors	true
Elves	false
Ents	true
Fever spiders	false
Fire giants	true
Fleshcrawlers	false
Fossil Island wyverns	false
Frost dragons	false
Gargoyles	false
General Graardor	false
Ghosts	false
Ghouls	false
The Giant Mole	false
Goblins	false
Greater demons	true
Green dragons	true
The Grotesque Guardians	false
Gryphons	false
Harpie bug swarms	false
Hellhounds	true
Hill giants	true
Hobgoblins	false
Hydras	false
Icefiends	false
Ice giants	true
Ice warriors	true
Infernal mages	false
TzTok-Jad	false
Jellies	true
Jungle horrors	false
Kalphites	false
The Kalphite Queen	false
Killerwatts	false
The King Black Dragon	false
The Cave Kraken Boss	false
Kraken	false
Kree'arra	false
K'ril Tsutsaroth	false
Kurask	false
Lava dragons	true
Lesser demons	true
Lesser nagua	false
Lizardmen	false
Lizards	false
The Maggot King	false
Magic axes	true
Mammoths	true
Metal dragons	false
Minotaurs	false
Mogres	false
Molanisks	false
Monkeys	false
Moss giants	true
Mutated zygomites	false
Nechryael	true
Ogres	false
Otherworldly beings	false
The Phantom Muspah	false
Pirates	true
Pyrefiends	false
Rats	false
Red dragons	false
Revenants	true
Rockslugs	false
Rogues	true
Sarachnis	false
Scabarites	false
Scorpia	true
Scorpions	true
Skotizo	false
Sea snakes	false
Shades	false
Shadow warriors	false
The Shellbane Gryphon	false
Skeletal wyverns	false
Skeletons	true
Smoke devils	false
Sourhogs	false
Spiders	true
Spindel	true
Spiritual creatures	true
Suqahs	false
Terror dogs	false
The Leviathan	false
The Whisperer	false
The Thermonuclear Smoke Devil	false
Trolls	false
Turoth	false
TzHaar	false
Vampyres	false
Vardorvis	false
Calvar'ion	true
Venators	false
Venenatis	true
Vet'ion	true
Vorkath	false
Scurrius	false
Obor	false
Bryophyta	false
Brutus	false
Demonic gorillas	false
Tormented demons	false
Royal Titans	false
Wall beasts	false
Warped creatures	false
Waterfiends	false
Werewolves	false
Wolves	false
Wyrms	false
Commander Zilyana	false
Zombies	true
TzKal-Zuk	false
Zulrah	false
